"","CoxPH","CoxLasso","SRF","p","mech","n","impute_name"
"mForest74",0.649893205849196,0.596618842060175,0.712527833064035,0.6,"MAR",5,"mForest"
"CC75",0.663410265760274,0.543087121212121,0.707232263610669,0.6,"MAR",6,"CC"
"Mean75",0.652854660413024,0.584740549542567,0.720694155042549,0.6,"MAR",6,"Mean"
"MICE75",0.640771418411777,0.552241468794602,0.701559438546178,0.6,"MAR",6,"MICE"
"mForest75",0.655423130843575,0.590750256176859,0.726718728547415,0.6,"MAR",6,"mForest"
"CC76",0.695488312483933,0.59609771573604,0.71261909539771,0.6,"MAR",7,"CC"
"Mean76",0.662615813509546,0.587861069192246,0.718170521155156,0.6,"MAR",7,"Mean"
"MICE76",0.658735565126042,0.594483238491507,0.699552532092107,0.6,"MAR",7,"MICE"
"mForest76",0.65865099263688,0.599334685846704,0.715993710391904,0.6,"MAR",7,"mForest"
"CC77",0.621708461548398,0.550289372544448,0.705468254627087,0.6,"MAR",8,"CC"
"Mean77",0.645057004117085,0.593120981392673,0.714036187302014,0.6,"MAR",8,"Mean"
"MICE77",0.641666796623315,0.536000418913966,0.709398933741289,0.6,"MAR",8,"MICE"
"mForest77",0.647788797451647,0.597626393831376,0.7158010538622,0.6,"MAR",8,"mForest"
"CC78",0.685849277203396,0.611288164754206,0.724642345884136,0.6,"MAR",9,"CC"
"Mean78",0.651181849947105,0.642474704545793,0.723529161814435,0.6,"MAR",9,"Mean"
"MICE78",0.645620457926368,0.598345473035435,0.706957357633064,0.6,"MAR",9,"MICE"
"mForest78",0.645797158590528,0.647985663125541,0.714991551493226,0.6,"MAR",9,"mForest"
"CC79",0.702439432825009,0.56559934827543,0.721016209430311,0.6,"MAR",10,"CC"
"Mean79",0.647690776236,0.645389539766119,0.727621313388377,0.6,"MAR",10,"Mean"
"MICE79",0.626445930197091,0.634869348756758,0.712781676081949,0.6,"MAR",10,"MICE"
"mForest79",0.63005808575268,0.541204437400951,0.713261790298995,0.6,"MAR",10,"mForest"
"CC80",0.670537099928386,0.661946620906472,0.746969122520192,0,"MNAR",1,"CC"
"Mean80",0.667725411622031,0.659596813714471,0.746100345051888,0,"MNAR",1,"Mean"
"MICE80",0.667741024896436,0.599586345250719,0.746893892729564,0,"MNAR",1,"MICE"
"mForest80",0.667670475809517,0.659780011830148,0.748440120387107,0,"MNAR",1,"mForest"
"CC81",0.671440825026311,0.588450640781642,0.735525409755066,0,"MNAR",2,"CC"
"Mean81",0.671440825026311,0.663476965807967,0.739646422314946,0,"MNAR",2,"Mean"
"MICE81",0.671440825026311,0.665710283062146,0.741923308995115,0,"MNAR",2,"MICE"
"mForest81",0.671440825026311,0.663468380495719,0.737901140254516,0,"MNAR",2,"mForest"
"CC82",0.667595621987595,0.662225505218327,0.752156413339265,0,"MNAR",3,"CC"
"Mean82",0.667761364958881,0.662219122301881,0.749029100503294,0,"MNAR",3,"Mean"
"MICE82",0.667885796932414,0.604043238902539,0.749799576858777,0,"MNAR",3,"MICE"
"mForest82",0.667761364958881,0.662219122301881,0.749419261422202,0,"MNAR",3,"mForest"
"CC83",0.668408484091134,0.596975510206893,0.72986886304681,0,"MNAR",4,"CC"
"Mean83",0.668408484091134,0.661469705049398,0.733525418664672,0,"MNAR",4,"Mean"
"MICE83",0.668408484091134,0.661469705049398,0.73191703838066,0,"MNAR",4,"MICE"
"mForest83",0.668408484091134,0.661469705049398,0.731921993192176,0,"MNAR",4,"mForest"
"CC84",0.670212001637894,0.661538496981819,0.748387793520694,0,"MNAR",5,"CC"
"Mean84",0.669686114611951,0.66126395249087,0.744346718686928,0,"MNAR",5,"Mean"
"MICE84",0.669796082516168,0.611733928763912,0.745814372753175,0,"MNAR",5,"MICE"
"mForest84",0.66975677194058,0.661563313210881,0.748622230659271,0,"MNAR",5,"mForest"
"CC85",0.666470586661561,0.659104553190491,0.750964440288551,0,"MNAR",6,"CC"
"Mean85",0.666796943895638,0.592216146424934,0.749037278477164,0,"MNAR",6,"Mean"
"MICE85",0.666693900481913,0.594166956831687,0.750170127746532,0,"MNAR",6,"MICE"
"mForest85",0.666869922656378,0.662543075030114,0.750056651181798,0,"MNAR",6,"mForest"
"CC86",0.635442906318589,0.662245623571795,0.724429882142682,0,"MNAR",7,"CC"
"Mean86",0.635442906318589,0.650947249893517,0.726156079394703,0,"MNAR",7,"Mean"
"MICE86",0.635442906318589,0.646799946281379,0.7266321620579,0,"MNAR",7,"MICE"
"mForest86",0.635442906318589,0.662551642527484,0.724852687069805,0,"MNAR",7,"mForest"
"CC87",0.659917596685357,0.661371120542215,0.738569205059204,0,"MNAR",8,"CC"
"Mean87",0.659917596685357,0.663014776032025,0.739421683343344,0,"MNAR",8,"Mean"
"MICE87",0.659917596685357,0.663043781717139,0.739267299800589,0,"MNAR",8,"MICE"
"mForest87",0.659917596685357,0.663043781717139,0.737509289992281,0,"MNAR",8,"mForest"
"CC88",0.668926558268841,0.661087118502633,0.739230309749614,0,"MNAR",9,"CC"
"Mean88",0.671048476610759,0.663131473534613,0.745530431930941,0,"MNAR",9,"Mean"
"MICE88",0.67090410299283,0.663131473534613,0.740047043826589,0,"MNAR",9,"MICE"
"mForest88",0.671100741706866,0.663131473534613,0.741589353162939,0,"MNAR",9,"mForest"
"CC89",0.657539548323593,0.662286255503399,0.735201899668078,0,"MNAR",10,"CC"
"Mean89",0.656812394586207,0.662406342962596,0.737797585209633,0,"MNAR",10,"Mean"
"MICE89",0.656874677446774,0.613579988937264,0.733855280870084,0,"MNAR",10,"MICE"
"mForest89",0.657049478640439,0.589751850287256,0.731504447937217,0,"MNAR",10,"mForest"
"CC90",0.681994056331084,0.661509359396478,0.746216093142689,0.2,"MNAR",1,"CC"
"Mean90",0.669900090639551,0.651991748162578,0.729381338590513,0.2,"MNAR",1,"Mean"
"MICE90",0.668687845549279,0.655573328611664,0.731654325985738,0.2,"MNAR",1,"MICE"
"mForest90",0.66864549518348,0.648523265465392,0.724817418888759,0.2,"MNAR",1,"mForest"
"CC91",0.658654417852872,0.664856665104238,0.736834008813154,0.2,"MNAR",2,"CC"
"Mean91",0.662788051687387,0.659463021820642,0.725079634492292,0.2,"MNAR",2,"Mean"
"MICE91",0.662808315627141,0.665523136774244,0.728798460656847,0.2,"MNAR",2,"MICE"
"mForest91",0.662439346136985,0.659921405080583,0.724533113463603,0.2,"MNAR",2,"mForest"
"CC92",0.690662537180657,0.677549963097675,0.770251539881065,0.2,"MNAR",3,"CC"
"Mean92",0.662520579134441,0.643262365013972,0.728948747099694,0.2,"MNAR",3,"Mean"
"MICE92",0.647709790022876,0.63469052752034,0.723801556774878,0.2,"MNAR",3,"MICE"
"mForest92",0.663644143366888,0.64884853676342,0.730521212932253,0.2,"MNAR",3,"mForest"
"CC93",0.670449586418325,0.55726197044939,0.73950039013024,0.2,"MNAR",4,"CC"
"Mean93",0.658946311905445,0.655971320703625,0.737509125397638,0.2,"MNAR",4,"Mean"
"MICE93",0.658993451245149,0.65815147864945,0.74245321579271,0.2,"MNAR",4,"MICE"
"mForest93",0.656521334385108,0.655067121892134,0.732817274570763,0.2,"MNAR",4,"mForest"
"CC94",0.660838007969408,0.597963666349981,0.754437054916859,0.2,"MNAR",5,"CC"
"Mean94",0.65859097559581,0.59574981415863,0.734148015841277,0.2,"MNAR",5,"Mean"
"MICE94",0.656303822356816,0.595421581257431,0.736984054212885,0.2,"MNAR",5,"MICE"
"mForest94",0.657959483090883,0.602458154575198,0.732808142980849,0.2,"MNAR",5,"mForest"
"CC95",0.653638370654227,0.658087614373245,0.719320613264554,0.2,"MNAR",6,"CC"
"Mean95",0.647607375227786,0.645301095569658,0.732018378539756,0.2,"MNAR",6,"Mean"
"MICE95",0.660880894975257,0.66113461968922,0.738183665050675,0.2,"MNAR",6,"MICE"
"mForest95",0.646197003115678,0.650616331074979,0.736677880264017,0.2,"MNAR",6,"mForest"
"CC96",0.660904238004695,0.658673658873294,0.736418072852844,0.2,"MNAR",7,"CC"
"Mean96",0.666912923520831,0.65364735604734,0.736301548757819,0.2,"MNAR",7,"Mean"
"MICE96",0.66439975876771,0.653763823141272,0.727868660557815,0.2,"MNAR",7,"MICE"
"mForest96",0.660825165052797,0.651636352168939,0.72831429463528,0.2,"MNAR",7,"mForest"
"CC97",0.638018081967723,0.588132135383897,0.722336745188619,0.2,"MNAR",8,"CC"
"Mean97",0.65170737043969,0.583511563097364,0.720930006486968,0.2,"MNAR",8,"Mean"
"MICE97",0.64214559344341,0.633700652512821,0.709828438780371,0.2,"MNAR",8,"MICE"
"mForest97",0.653289558960784,0.642254173664103,0.719164361876357,0.2,"MNAR",8,"mForest"
"CC98",0.670380326209514,0.604975125820658,0.764794513073796,0.2,"MNAR",9,"CC"
"Mean98",0.66075863614203,0.65157321601481,0.730529547803384,0.2,"MNAR",9,"Mean"
"MICE98",0.658677645898735,0.651776864389297,0.731028109604887,0.2,"MNAR",9,"MICE"
"mForest98",0.658348597793917,0.65088345449566,0.736362966163609,0.2,"MNAR",9,"mForest"
"CC99",0.672236298345233,0.575391766458937,0.734144181749301,0.2,"MNAR",10,"CC"
"Mean99",0.65323910184038,0.569631082908993,0.716528392626427,0.2,"MNAR",10,"Mean"
"MICE99",0.648352000140064,0.572339610495272,0.713544500410886,0.2,"MNAR",10,"MICE"
"mForest99",0.655932925092749,0.660489283480539,0.718111199114923,0.2,"MNAR",10,"mForest"
"CC100",0.620175970250794,0.5,0.715203238171043,0.4,"MNAR",1,"CC"
"Mean100",0.630626022283512,0.591641122191459,0.733243354479442,0.4,"MNAR",1,"Mean"
"MICE100",0.632966630835959,0.597053189984169,0.721725543229089,0.4,"MNAR",1,"MICE"
"mForest100",0.629079357989478,0.54244852587394,0.729833353686818,0.4,"MNAR",1,"mForest"
"CC101",0.680720289445527,0.605468580482221,0.759487523392096,0.4,"MNAR",2,"CC"
"Mean101",0.667775535120655,0.657501533559991,0.724999393863728,0.4,"MNAR",2,"Mean"
"MICE101",0.660204981200514,0.59436667448928,0.719708603865231,0.4,"MNAR",2,"MICE"
"mForest101",0.668990051711336,0.594382647784262,0.724793335860529,0.4,"MNAR",2,"mForest"
"CC102",0.667612896835623,0.653767995934091,0.724367868727851,0.4,"MNAR",3,"CC"
"Mean102",0.652451716848969,0.59442486292932,0.713012717788814,0.4,"MNAR",3,"Mean"
"MICE102",0.635188677816283,0.58253043541034,0.699324438759738,0.4,"MNAR",3,"MICE"
"mForest102",0.64993808940441,0.643594768472605,0.710982906112319,0.4,"MNAR",3,"mForest"
"CC103",0.628659427397894,0.536633823946803,0.735936432108428,0.4,"MNAR",4,"CC"
"Mean103",0.655695722045834,0.582860140764547,0.725196120729161,0.4,"MNAR",4,"Mean"
"MICE103",0.645810944572096,0.577332690777048,0.717556311311662,0.4,"MNAR",4,"MICE"
"mForest103",0.649068588238778,0.579152381969037,0.720089838488756,0.4,"MNAR",4,"mForest"
"CC104",0.654000629040324,0.529615493355951,0.72444917995032,0.4,"MNAR",5,"CC"
"Mean104",0.665283577460672,0.658561188666193,0.71978744686857,0.4,"MNAR",5,"Mean"
"MICE104",0.66358565660293,0.599810517605125,0.728275911791263,0.4,"MNAR",5,"MICE"
"mForest104",0.660753987351479,0.660512499035038,0.720304223064209,0.4,"MNAR",5,"mForest"
"CC105",0.634023696420547,0.526221310424413,0.720360380259204,0.4,"MNAR",6,"CC"
"Mean105",0.632068376894855,0.586842046325566,0.729494836874345,0.4,"MNAR",6,"Mean"
"MICE105",0.617620562127464,0.534958754076632,0.721702744672143,0.4,"MNAR",6,"MICE"
"mForest105",0.624952775918736,0.535525558520379,0.723166576965519,0.4,"MNAR",6,"mForest"
"CC106",0.6611644330983,0.547682920414497,0.733111446615987,0.4,"MNAR",7,"CC"
"Mean106",0.64211152392798,0.571492596200573,0.727280965214036,0.4,"MNAR",7,"Mean"
"MICE106",0.632485398675173,0.569614853940787,0.718122228546046,0.4,"MNAR",7,"MICE"
"mForest106",0.636771426276245,0.567159011410849,0.715992664834939,0.4,"MNAR",7,"mForest"
"CC107",0.635613060212699,0.5,0.714665763788652,0.4,"MNAR",8,"CC"
"Mean107",0.65902022699767,0.645852387972488,0.700158735155243,0.4,"MNAR",8,"Mean"
"MICE107",0.656455079771533,0.646356370353829,0.706323703004278,0.4,"MNAR",8,"MICE"
"mForest107",0.65930312194427,0.65046009943689,0.707259286704963,0.4,"MNAR",8,"mForest"
"CC108",0.658841303258807,0.664655697265974,0.74564309034838,0.4,"MNAR",9,"CC"
"Mean108",0.655919551873924,0.599314288873053,0.709434029247194,0.4,"MNAR",9,"Mean"
"MICE108",0.643622016502208,0.587598674921739,0.70367168537588,0.4,"MNAR",9,"MICE"
"mForest108",0.65733383460189,0.589808064090271,0.71309758365511,0.4,"MNAR",9,"mForest"
"CC109",0.653921042868034,0.582193914436406,0.730587386507157,0.4,"MNAR",10,"CC"
"Mean109",0.654811982562594,0.643184592689294,0.720941747159662,0.4,"MNAR",10,"Mean"
"MICE109",0.64126751821651,0.637886016009093,0.71420289213315,0.4,"MNAR",10,"MICE"
"mForest109",0.65022755264272,0.638619985562949,0.728450672241107,0.4,"MNAR",10,"mForest"
"CC110",0.654508149584074,0.58797344197978,0.734397990719321,0.6,"MNAR",1,"CC"
"Mean110",0.654460636795408,0.642915506119197,0.714424269845835,0.6,"MNAR",1,"Mean"
"MICE110",0.642816543588753,0.595226228790806,0.70816169588694,0.6,"MNAR",1,"MICE"
"mForest110",0.654271068104544,0.652340338343382,0.718581221182598,0.6,"MNAR",1,"mForest"
"CC111",0.586577663954222,0.522528433945757,0.676741893562105,0.6,"MNAR",2,"CC"
"Mean111",0.610200436022319,0.559794813164909,0.70534679954465,0.6,"MNAR",2,"Mean"
"MICE111",0.613012510318124,0.559962438030072,0.697894234049739,0.6,"MNAR",2,"MICE"
"mForest111",0.600747996853604,0.520435426973094,0.709716751178494,0.6,"MNAR",2,"mForest"
"CC112",0.682670880983451,0.533360622185837,0.78436193556529,0.6,"MNAR",3,"CC"
"Mean112",0.659200239933472,0.652065327713173,0.726331673848276,0.6,"MNAR",3,"Mean"
"MICE112",0.654776729262671,0.653593530710731,0.695458773767777,0.6,"MNAR",3,"MICE"
"mForest112",0.65736097800628,0.5375066693344,0.725547528741452,0.6,"MNAR",3,"mForest"
"CC113",0.64822559042514,0.531532906113315,0.773239934719764,0.6,"MNAR",4,"CC"
"Mean113",0.624957438126768,0.623415088562719,0.704068345898013,0.6,"MNAR",4,"Mean"
"MICE113",0.60596395192353,0.577667837504612,0.673387556978998,0.6,"MNAR",4,"MICE"
"mForest113",0.616472976228018,0.575841498289587,0.695630406839925,0.6,"MNAR",4,"mForest"
"CC114",0.619266204643122,0.518310002028809,0.690954792830076,0.6,"MNAR",5,"CC"
"Mean114",0.627212037871851,0.571434584104555,0.71759724841246,0.6,"MNAR",5,"Mean"
"MICE114",0.628600579772091,0.5,0.695384767731704,0.6,"MNAR",5,"MICE"
"mForest114",0.624186672710555,0.538949000573027,0.698697750743004,0.6,"MNAR",5,"mForest"
"CC115",0.65342888577037,0.517373737373737,0.719790992320072,0.6,"MNAR",6,"CC"
"Mean115",0.631440852716139,0.57675570222641,0.728023160136581,0.6,"MNAR",6,"Mean"
"MICE115",0.609377419210198,0.534030905077263,0.703463745005415,0.6,"MNAR",6,"MICE"
"mForest115",0.627696606977903,0.547962377025088,0.715060705218427,0.6,"MNAR",6,"mForest"
"CC116",0.657624313821001,0.585449926810314,0.749179115566821,0.6,"MNAR",7,"CC"
"Mean116",0.654279586240934,0.632657030232622,0.738944742942308,0.6,"MNAR",7,"Mean"
"MICE116",0.636049678299405,0.584485513828319,0.72476183969401,0.6,"MNAR",7,"MICE"
"mForest116",0.651982488753689,0.631363781018002,0.731083390834331,0.6,"MNAR",7,"mForest"
"CC117",0.697879531736301,0.547493071302595,0.774121521846267,0.6,"MNAR",8,"CC"
"Mean117",0.648203051881067,0.532678911771155,0.720387609008582,0.6,"MNAR",8,"Mean"
"MICE117",0.637107455168956,0.570351253671117,0.683173689708963,0.6,"MNAR",8,"MICE"
"mForest117",0.646831300736679,0.577810269613018,0.714046619299437,0.6,"MNAR",8,"mForest"
"CC118",0.690716808949493,0.607260428539778,0.72243920372989,0.6,"MNAR",9,"CC"
"Mean118",0.646247985814503,0.586563171197435,0.711314251820892,0.6,"MNAR",9,"Mean"
"MICE118",0.65473173989438,0.541972822438723,0.718998048629948,0.6,"MNAR",9,"MICE"
"mForest118",0.643644719142777,0.598343289466243,0.705372807538382,0.6,"MNAR",9,"mForest"
"CC119",0.577815636976991,0.522800530906333,0.750614672767332,0.6,"MNAR",10,"CC"
"Mean119",0.632035610374397,0.57581313840728,0.712239762380568,0.6,"MNAR",10,"Mean"
"MICE119",0.624223402941311,0.565482954506993,0.689027954624749,0.6,"MNAR",10,"MICE"
"mForest119",0.629695859202019,0.579143595251025,0.70043774560608,0.6,"MNAR",10,"mForest"
