"","CoxPH","CoxLasso","SRF","p","mech","n","impute_name"
"Mean19",0.663302274291144,0.660307030246114,0.738775331270681,0.2,"MCAR",10,"Mean"
"MICE19",0.667657696749433,0.596100147611087,0.734798438556705,0.2,"MCAR",10,"MICE"
"mForest19",0.665174212280272,0.660406550408137,0.736193795463397,0.2,"MCAR",10,"mForest"
"CC20",0.679619605630523,0.594866413381007,0.725056127206106,0.4,"MCAR",1,"CC"
"Mean20",0.665761906948734,0.576138979501869,0.727989965873126,0.4,"MCAR",1,"Mean"
"MICE20",0.652029145386264,0.571660772733274,0.709598479594228,0.4,"MCAR",1,"MICE"
"mForest20",0.664535858835347,0.57759417651865,0.722597524430533,0.4,"MCAR",1,"mForest"
"CC21",0.651474385670554,0.552395131379616,0.752551068311605,0.4,"MCAR",2,"CC"
"Mean21",0.660008445774116,0.654430433206932,0.727739485693631,0.4,"MCAR",2,"Mean"
"MICE21",0.642323158854926,0.640875724579712,0.71680895658147,0.4,"MCAR",2,"MICE"
"mForest21",0.657575237718156,0.654138912081543,0.719750787086962,0.4,"MCAR",2,"mForest"
"CC22",0.637025977114145,0.504437208708421,0.753362536517121,0.4,"MCAR",3,"CC"
"Mean22",0.655711939680458,0.648172738686969,0.738622483845342,0.4,"MCAR",3,"Mean"
"MICE22",0.643585028682634,0.584947336647268,0.723962435084646,0.4,"MCAR",3,"MICE"
"mForest22",0.65601130633393,0.59138815722111,0.726534660381305,0.4,"MCAR",3,"mForest"
"CC23",0.667251813532094,0.67100407592341,0.73517701605217,0.4,"MCAR",4,"CC"
"Mean23",0.668234647353594,0.603080007564702,0.734892819307782,0.4,"MCAR",4,"Mean"
"MICE23",0.658983747702441,0.646171575921638,0.727129295744959,0.4,"MCAR",4,"MICE"
"mForest23",0.663610000345471,0.595698049630506,0.735612129066247,0.4,"MCAR",4,"mForest"
"CC24",0.575479859807638,0.5,0.714134918311599,0.4,"MCAR",5,"CC"
"Mean24",0.638706331631771,0.636363706940536,0.738885031306137,0.4,"MCAR",5,"Mean"
"MICE24",0.62966273097394,0.638019898432827,0.729804622923537,0.4,"MCAR",5,"MICE"
"mForest24",0.642110878702464,0.579806725192311,0.740500768564943,0.4,"MCAR",5,"mForest"
"CC25",0.663616335460762,0.585916199514118,0.741915635168002,0.4,"MCAR",6,"CC"
"Mean25",0.661309808400633,0.57131113702521,0.716235604377068,0.4,"MCAR",6,"Mean"
"MICE25",0.647598348828444,0.568036924209583,0.7048578404958,0.4,"MCAR",6,"MICE"
"mForest25",0.659725066559918,0.570927126293952,0.712816093950672,0.4,"MCAR",6,"mForest"
"CC26",0.647758673866609,0.648859664541465,0.748778535294472,0.4,"MCAR",7,"CC"
"Mean26",0.639826778303855,0.582910144259108,0.719698448673736,0.4,"MCAR",7,"Mean"
"MICE26",0.624813340002235,0.561898102655833,0.710188626061211,0.4,"MCAR",7,"MICE"
"mForest26",0.638941090798036,0.637781665285868,0.719058004294712,0.4,"MCAR",7,"mForest"
"CC27",0.677727989799758,0.616309990226581,0.764829195026639,0.4,"MCAR",8,"CC"
"Mean27",0.645876780936336,0.582724873584585,0.707205700362698,0.4,"MCAR",8,"Mean"
"MICE27",0.63336453262314,0.549151382212473,0.698880322326447,0.4,"MCAR",8,"MICE"
"mForest27",0.641464848974178,0.530638176923977,0.704132111183065,0.4,"MCAR",8,"mForest"
"CC28",0.683453223272482,0.607697106500764,0.713559570295047,0.4,"MCAR",9,"CC"
"Mean28",0.652487078474167,0.59245185629234,0.713206919636937,0.4,"MCAR",9,"Mean"
"MICE28",0.644517758227756,0.65010030933861,0.700583043575031,0.4,"MCAR",9,"MICE"
"mForest28",0.656001882937585,0.599343281845071,0.713927634303688,0.4,"MCAR",9,"mForest"
"CC29",0.666066668064611,0.600978588400407,0.728892341915687,0.4,"MCAR",10,"CC"
"Mean29",0.654274278128504,0.575725795522445,0.731399592668581,0.4,"MCAR",10,"Mean"
"MICE29",0.65092080240732,0.645570499430822,0.728702730274855,0.4,"MCAR",10,"MICE"
"mForest29",0.657715822456957,0.650361854521434,0.717743841183669,0.4,"MCAR",10,"mForest"
"CC30",0.674557239714446,0.544291451520367,0.711148840278339,0.6,"MCAR",1,"CC"
"Mean30",0.650219359080558,0.589990937959145,0.705297313118853,0.6,"MCAR",1,"Mean"
"MICE30",0.650184052667286,0.652249206535678,0.720357163480279,0.6,"MCAR",1,"MICE"
"mForest30",0.649927194445788,0.596589766610469,0.698471371559461,0.6,"MCAR",1,"mForest"
"CC31",0.623743709860819,0.5,0.723381586598308,0.6,"MCAR",2,"CC"
"Mean31",0.640600981636751,0.635335019829095,0.721776598593784,0.6,"MCAR",2,"Mean"
"MICE31",0.634777919069735,0.5,0.725644158109083,0.6,"MCAR",2,"MICE"
"mForest31",0.635870773742856,0.530564829457818,0.722278120250853,0.6,"MCAR",2,"mForest"
"CC32",0.673636241469934,0.536893482629917,0.728579362978896,0.6,"MCAR",3,"CC"
"Mean32",0.641091207439582,0.641832234549402,0.710504526293911,0.6,"MCAR",3,"Mean"
"MICE32",0.635266307031076,0.591113180959097,0.701445385130327,0.6,"MCAR",3,"MICE"
"mForest32",0.637126033666074,0.644137588194856,0.709650856814902,0.6,"MCAR",3,"mForest"
"CC33",0.642330455910939,0.5,0.703534051085265,0.6,"MCAR",4,"CC"
"Mean33",0.646072782725916,0.587540004385521,0.721807507723178,0.6,"MCAR",4,"Mean"
"MICE33",0.64701103839655,0.584257450389124,0.713525714927339,0.6,"MCAR",4,"MICE"
"mForest33",0.633457672491163,0.582156823602941,0.708269940514363,0.6,"MCAR",4,"mForest"
"CC34",0.608744692508148,0.536405999708752,0.71887442003271,0.6,"MCAR",5,"CC"
"Mean34",0.614137007725402,0.579977082042883,0.701382028600617,0.6,"MCAR",5,"Mean"
"MICE34",0.614577558216308,0.5,0.698988521787742,0.6,"MCAR",5,"MICE"
"mForest34",0.613921956069852,0.635139189638652,0.70643252821454,0.6,"MCAR",5,"mForest"
"CC35",0.678382541511122,0.557333691949077,0.7408227178979,0.6,"MCAR",6,"CC"
"Mean35",0.658624445394935,0.589696201581338,0.724839021224038,0.6,"MCAR",6,"Mean"
"MICE35",0.653089986930289,0.598333181172303,0.718737000409353,0.6,"MCAR",6,"MICE"
"mForest35",0.655708852311794,0.591279958304534,0.718069381924614,0.6,"MCAR",6,"mForest"
"CC36",0.619504678315181,0.56194885361552,0.71948311142851,0.6,"MCAR",7,"CC"
"Mean36",0.628883509883706,0.635882147740373,0.705754507842498,0.6,"MCAR",7,"Mean"
"MICE36",0.618544224741358,0.53574615213027,0.685703634512577,0.6,"MCAR",7,"MICE"
"mForest36",0.629473472559373,0.575378339977819,0.692228149335535,0.6,"MCAR",7,"mForest"
"CC37",0.643230580071485,0.5,0.67886764467302,0.6,"MCAR",8,"CC"
"Mean37",0.657700187255677,0.589553312134189,0.706934406059646,0.6,"MCAR",8,"Mean"
"MICE37",0.640909792056991,0.540156086571727,0.687904579248702,0.6,"MCAR",8,"MICE"
"mForest37",0.657417508896616,0.649029236176313,0.713870541503546,0.6,"MCAR",8,"mForest"
"CC38",0.685074791903722,0.5,0.779329593343315,0.6,"MCAR",9,"CC"
"Mean38",0.650078203695936,0.580955897307765,0.715177132819503,0.6,"MCAR",9,"Mean"
"MICE38",0.625264370371961,0.574574225816376,0.699795303927175,0.6,"MCAR",9,"MICE"
"mForest38",0.64494183211091,0.643952230212738,0.712915477183412,0.6,"MCAR",9,"mForest"
"CC39",0.671504247694546,0.529299968324359,0.761934258416677,0.6,"MCAR",10,"CC"
"Mean39",0.661118496264006,0.653020634395418,0.719966919194209,0.6,"MCAR",10,"Mean"
"MICE39",0.640786208580497,0.643530074125275,0.710892527248603,0.6,"MCAR",10,"MICE"
"mForest39",0.651286655782429,0.587607173145854,0.712710180969267,0.6,"MCAR",10,"mForest"
"CC40",0.669238645708855,0.660870500750696,0.739143603755064,0,"MAR",1,"CC"
"Mean40",0.669768863630433,0.66160968967872,0.741006627937905,0,"MAR",1,"Mean"
"MICE40",0.669934072168093,0.66160968967872,0.737946044717934,0,"MAR",1,"MICE"
"mForest40",0.669894175137739,0.603532661368482,0.740862141499649,0,"MAR",1,"mForest"
"CC41",0.672342770564954,0.662028008575231,0.747608044939438,0,"MAR",2,"CC"
"Mean41",0.672342770564954,0.662028008575231,0.74652984934743,0,"MAR",2,"Mean"
"MICE41",0.672342770564954,0.662028008575231,0.748043421319056,0,"MAR",2,"MICE"
"mForest41",0.672342770564954,0.662028008575231,0.742832703477023,0,"MAR",2,"mForest"
"CC42",0.651045694177287,0.663473876798172,0.737250281354141,0,"MAR",3,"CC"
"Mean42",0.651045694177287,0.663473876798172,0.736719305256439,0,"MAR",3,"Mean"
"MICE42",0.651045694177287,0.659595575226791,0.740088269385648,0,"MAR",3,"MICE"
"mForest42",0.651045694177287,0.663540744066644,0.735415342118747,0,"MAR",3,"mForest"
"CC43",0.666644864742176,0.595011966045457,0.742030204999785,0,"MAR",4,"CC"
"Mean43",0.666644864742176,0.5942837614845,0.740467084433979,0,"MAR",4,"Mean"
"MICE43",0.666644864742176,0.5942837614845,0.742661246051068,0,"MAR",4,"MICE"
"mForest43",0.666644864742176,0.660420727053928,0.742866897617081,0,"MAR",4,"mForest"
"CC44",0.651180099800165,0.661813689348488,0.727694559749114,0,"MAR",5,"CC"
"Mean44",0.650057147150567,0.660238406489903,0.731788281464258,0,"MAR",5,"Mean"
"MICE44",0.650512347509639,0.660238406489903,0.73045644866683,0,"MAR",5,"MICE"
"mForest44",0.649909192394069,0.660238406489903,0.732976248178125,0,"MAR",5,"mForest"
"CC45",0.634650704594438,0.661620170863212,0.734807603751665,0,"MAR",6,"CC"
"Mean45",0.634650704594438,0.656496403027579,0.735612282294428,0,"MAR",6,"Mean"
"MICE45",0.634650704594438,0.656496403027579,0.736488349509193,0,"MAR",6,"MICE"
"mForest45",0.634650704594438,0.661620170863212,0.736618015861814,0,"MAR",6,"mForest"
"CC46",0.675211357588607,0.665505183527683,0.75205734300742,0,"MAR",7,"CC"
"Mean46",0.675211357588607,0.592022271476182,0.754440951747422,0,"MAR",7,"Mean"
"MICE46",0.675211357588607,0.665505183527683,0.750996602299516,0,"MAR",7,"MICE"
"mForest46",0.675211357588607,0.665780144305336,0.750461776272643,0,"MAR",7,"mForest"
"CC47",0.66946453990252,0.665624540523827,0.742547847502773,0,"MAR",8,"CC"
"Mean47",0.670356284436577,0.664748787654636,0.742668022157859,0,"MAR",8,"Mean"
"MICE47",0.668267544842351,0.663278583720873,0.740942333797063,0,"MAR",8,"MICE"
"mForest47",0.670471996478895,0.664980211739271,0.742588581716243,0,"MAR",8,"mForest"
"CC48",0.663489376218507,0.589911112743993,0.734145591666247,0,"MAR",9,"CC"
"Mean48",0.661184121028535,0.587850784124539,0.72878557476494,0,"MAR",9,"Mean"
"MICE48",0.661275542036574,0.587850784124539,0.735055373671928,0,"MAR",9,"MICE"
"mForest48",0.661165872187337,0.661685595614009,0.731302945676262,0,"MAR",9,"mForest"
"CC49",0.662400728025585,0.594820156852341,0.738354162032369,0,"MAR",10,"CC"
"Mean49",0.662400728025585,0.663656369521418,0.739978571921361,0,"MAR",10,"Mean"
"MICE49",0.662400728025585,0.663656369521418,0.734361013972789,0,"MAR",10,"MICE"
"mForest49",0.662400728025585,0.663656369521418,0.737155764948235,0,"MAR",10,"mForest"
"CC50",0.663519694407392,0.64101714706052,0.737353288217386,0.2,"MAR",1,"CC"
"Mean50",0.658820276704075,0.649063186734065,0.730682529511938,0.2,"MAR",1,"Mean"
"MICE50",0.657783342401491,0.595002643979987,0.731256890747376,0.2,"MAR",1,"MICE"
"mForest50",0.66167081797162,0.652886995182493,0.728973427594325,0.2,"MAR",1,"mForest"
"CC51",0.66490201955894,0.652732911739858,0.729506857610736,0.2,"MAR",2,"CC"
"Mean51",0.642478067466408,0.58166104333599,0.724243308637347,0.2,"MAR",2,"Mean"
"MICE51",0.635826457205809,0.635952197273146,0.722153350170401,0.2,"MAR",2,"MICE"
"mForest51",0.646812802318362,0.58404625832011,0.72972073733098,0.2,"MAR",2,"mForest"
"CC52",0.649539997751347,0.65190490437324,0.755604971804015,0.2,"MAR",3,"CC"
"Mean52",0.659511556720342,0.648166814302086,0.746273857280254,0.2,"MAR",3,"Mean"
"MICE52",0.663948404112317,0.65588153993913,0.74267892893073,0.2,"MAR",3,"MICE"
"mForest52",0.658213322579445,0.648574670027902,0.741259129644323,0.2,"MAR",3,"mForest"
"CC53",0.676208965622008,0.659788890480146,0.737838228267211,0.2,"MAR",4,"CC"
"Mean53",0.662361135497613,0.64710450498545,0.731566307667403,0.2,"MAR",4,"Mean"
"MICE53",0.650035614683729,0.538807413082339,0.723259957564196,0.2,"MAR",4,"MICE"
"mForest53",0.662692931347522,0.6477519516836,0.729304844767706,0.2,"MAR",4,"mForest"
"CC54",0.661380561032717,0.662215323744451,0.736612433199436,0.2,"MAR",5,"CC"
"Mean54",0.651890136680707,0.528546975732271,0.731206096574403,0.2,"MAR",5,"Mean"
"MICE54",0.647719701434453,0.652423454082823,0.726094870309517,0.2,"MAR",5,"MICE"
"mForest54",0.65306964797016,0.584184956714892,0.731561940227001,0.2,"MAR",5,"mForest"
"CC55",0.657232696930095,0.593162356024575,0.710246859621081,0.2,"MAR",6,"CC"
"Mean55",0.656949281544421,0.654060823288514,0.728128025482354,0.2,"MAR",6,"Mean"
"MICE55",0.653674024224506,0.593611717679787,0.727849207917465,0.2,"MAR",6,"MICE"
"mForest55",0.657024819280278,0.598797127438065,0.722863070195213,0.2,"MAR",6,"mForest"
"CC56",0.646462952479726,0.627622966446138,0.731522729887077,0.2,"MAR",7,"CC"
"Mean56",0.650154530939417,0.659726094910179,0.746814723653217,0.2,"MAR",7,"Mean"
"MICE56",0.651141309723773,0.657831910227265,0.745961804954041,0.2,"MAR",7,"MICE"
"mForest56",0.644839635841085,0.654382698520726,0.742502060562351,0.2,"MAR",7,"mForest"
"CC57",0.651056671978629,0.659393036387614,0.722304086231398,0.2,"MAR",8,"CC"
"Mean57",0.659201874480962,0.657607036383044,0.725906220091201,0.2,"MAR",8,"Mean"
"MICE57",0.661732915888144,0.659110102301322,0.729342104241074,0.2,"MAR",8,"MICE"
"mForest57",0.654305872441756,0.657357995508625,0.72526007334954,0.2,"MAR",8,"mForest"
"CC58",0.673993466234465,0.662660318842267,0.756936746173925,0.2,"MAR",9,"CC"
"Mean58",0.657323974517918,0.658150944829804,0.731280755270315,0.2,"MAR",9,"Mean"
"MICE58",0.653018426966857,0.659978840925032,0.733774418031403,0.2,"MAR",9,"MICE"
"mForest58",0.659159817513689,0.65809365871249,0.737683964874243,0.2,"MAR",9,"mForest"
"CC59",0.659613627111498,0.594074358300317,0.726258956782606,0.2,"MAR",10,"CC"
"Mean59",0.657873799545294,0.590727914073748,0.718002702882741,0.2,"MAR",10,"Mean"
"MICE59",0.642905761552887,0.646174090570877,0.717143858815254,0.2,"MAR",10,"MICE"
"mForest59",0.656340492636827,0.589559758463808,0.712962216391625,0.2,"MAR",10,"mForest"
"CC60",0.678036092362904,0.653914193700505,0.754312911838754,0.4,"MAR",1,"CC"
"Mean60",0.668596985118536,0.650633913744025,0.712224735537199,0.4,"MAR",1,"Mean"
"MICE60",0.660213889795065,0.644238012282464,0.706919618712435,0.4,"MAR",1,"MICE"
"mForest60",0.666706076974074,0.591038092737915,0.711424494265947,0.4,"MAR",1,"mForest"
"CC61",0.684748192823972,0.606193147724865,0.753688637614331,0.4,"MAR",2,"CC"
"Mean61",0.648340808403016,0.581479574965334,0.728653105298662,0.4,"MAR",2,"Mean"
"MICE61",0.630506699565476,0.583573547148781,0.71661929948169,0.4,"MAR",2,"MICE"
"mForest61",0.652828382012607,0.645731734855483,0.73847155966137,0.4,"MAR",2,"mForest"
"CC62",0.658783027859495,0.575736489696045,0.719867984828034,0.4,"MAR",3,"CC"
"Mean62",0.64818124121117,0.58693859669223,0.737636092705159,0.4,"MAR",3,"Mean"
"MICE62",0.652357545085369,0.522246609837851,0.731299561957434,0.4,"MAR",3,"MICE"
"mForest62",0.647266848394061,0.58859842280762,0.742594163155373,0.4,"MAR",3,"mForest"
"CC63",0.66286450431113,0.535202547320007,0.695757939817568,0.4,"MAR",4,"CC"
"Mean63",0.661397386195181,0.65272333134043,0.72174076729485,0.4,"MAR",4,"Mean"
"MICE63",0.655511031417928,0.649229782953711,0.712528244616637,0.4,"MAR",4,"MICE"
"mForest63",0.657987582597924,0.652666506607512,0.720536796864993,0.4,"MAR",4,"mForest"
"CC64",0.653663711502796,0.645682944199889,0.737912546318584,0.4,"MAR",5,"CC"
"Mean64",0.658076116165026,0.648128350283308,0.734821016367305,0.4,"MAR",5,"Mean"
"MICE64",0.645995908736838,0.591040079436487,0.715020383338755,0.4,"MAR",5,"MICE"
"mForest64",0.655657152634697,0.596559623128032,0.729360962281104,0.4,"MAR",5,"mForest"
"CC65",0.674506328405644,0.670658067148382,0.695061042471947,0.4,"MAR",6,"CC"
"Mean65",0.649397959223953,0.644425846554827,0.725543927773259,0.4,"MAR",6,"Mean"
"MICE65",0.646710568240082,0.551136562642289,0.710781862582433,0.4,"MAR",6,"MICE"
"mForest65",0.649905492438384,0.643241944211074,0.722335718718141,0.4,"MAR",6,"mForest"
"CC66",0.649992034594099,0.516486180701471,0.721719337868119,0.4,"MAR",7,"CC"
"Mean66",0.64903773184653,0.638258718792662,0.698556559385864,0.4,"MAR",7,"Mean"
"MICE66",0.646565544828719,0.643006626374187,0.696535912807517,0.4,"MAR",7,"MICE"
"mForest66",0.647655112652362,0.579885534809099,0.69764650293719,0.4,"MAR",7,"mForest"
"CC67",0.64037216173954,0.589592257780332,0.718555164184866,0.4,"MAR",8,"CC"
"Mean67",0.650764964560966,0.649090784130952,0.713558197660599,0.4,"MAR",8,"Mean"
"MICE67",0.655032678592492,0.662942389380076,0.723653766592621,0.4,"MAR",8,"MICE"
"mForest67",0.649760001928203,0.541343259939807,0.701571197906305,0.4,"MAR",8,"mForest"
"CC68",0.669728839425308,0.613552069145903,0.752090952188862,0.4,"MAR",9,"CC"
"Mean68",0.645979673703867,0.651036014542823,0.726092808310754,0.4,"MAR",9,"Mean"
"MICE68",0.640450967826135,0.595346352806669,0.718061387367885,0.4,"MAR",9,"MICE"
"mForest68",0.643784282950756,0.651824371438548,0.719636242012915,0.4,"MAR",9,"mForest"
"CC69",0.674220529932622,0.578990983384161,0.721263957733366,0.4,"MAR",10,"CC"
"Mean69",0.669167076525962,0.654180156126432,0.744026904393827,0.4,"MAR",10,"Mean"
"MICE69",0.661171849059367,0.549336313151835,0.732102616010024,0.4,"MAR",10,"MICE"
"mForest69",0.666474088049782,0.592475640154793,0.742247747037559,0.4,"MAR",10,"mForest"
"CC70",0.714526647103409,0.605930564016417,0.709157351057496,0.6,"MAR",1,"CC"
"Mean70",0.662961318154437,0.644402573601774,0.718023611851024,0.6,"MAR",1,"Mean"
"MICE70",0.650078354942269,0.541796066252588,0.710008368591816,0.6,"MAR",1,"MICE"
"mForest70",0.654259717830239,0.650044481205373,0.717045158662941,0.6,"MAR",1,"mForest"
"CC71",0.663189182552892,0.619003324814352,0.743614099562006,0.6,"MAR",2,"CC"
"Mean71",0.647340872325336,0.640932843226423,0.709565328803754,0.6,"MAR",2,"Mean"
"MICE71",0.627483267519741,0.576076885681671,0.700939507454924,0.6,"MAR",2,"MICE"
"mForest71",0.641628055376199,0.588991529458933,0.707024146833034,0.6,"MAR",2,"mForest"
"CC72",0.630613654073218,0.5,0.713452131758588,0.6,"MAR",3,"CC"
"Mean72",0.650903561701223,0.643019787096659,0.6980336944061,0.6,"MAR",3,"Mean"
"MICE72",0.639173151395784,0.636092981140559,0.701461612825235,0.6,"MAR",3,"MICE"
"mForest72",0.645083283788692,0.589492689719797,0.696199247313229,0.6,"MAR",3,"mForest"
"CC73",0.662487698715527,0.546065259117082,0.698234267845534,0.6,"MAR",4,"CC"
"Mean73",0.645529090465074,0.578197486251556,0.729107597148409,0.6,"MAR",4,"Mean"
"MICE73",0.637359128025576,0.5,0.712620495278406,0.6,"MAR",4,"MICE"
"mForest73",0.643499952724847,0.636788211679353,0.718548090836249,0.6,"MAR",4,"mForest"
"CC74",0.684626680052488,0.596876170354196,0.689250095570509,0.6,"MAR",5,"CC"
"Mean74",0.648995194295622,0.540703474919867,0.718537987436008,0.6,"MAR",5,"Mean"
"MICE74",0.638897381002706,0.582277258160977,0.709901419884458,0.6,"MAR",5,"MICE"
