"","mech","impute_name","model","p","Cindex","sd","min","max"
"54","MCAR","MICE","SRF",0.7,0.667574780499362,0.0136796880871661,0.65125527076584,0.687844402090799
"55","MCAR","Mean","CoxLasso",0.2,0.640252180628005,0.0190832211088269,0.60737171101224,0.657314702707742
"56","MCAR","Mean","CoxLasso",0.5,0.510352804973885,0.0168702143498308,0.5,0.538815732851364
"57","MCAR","Mean","CoxLasso",0.7,0.504974958880819,0.0111243462427777,0.5,0.524874794404095
"58","MCAR","Mean","CoxPH",0.2,0.653779105714384,0.00485696003262059,0.645182810484584,0.656801651787951
"59","MCAR","Mean","CoxPH",0.5,0.592477646377589,0.011308175392969,0.579940082695965,0.607509315200065
"60","MCAR","Mean","CoxPH",0.7,0.568273504541813,0.0260172532874211,0.545574566380397,0.608988141170801
"61","MCAR","Mean","SRF",0.2,0.726683749815842,0.00593375762373682,0.720560065945958,0.733875318637873
"62","MCAR","Mean","SRF",0.5,0.685512881887845,0.0142447553422959,0.668874881548298,0.704664552486219
"63","MCAR","Mean","SRF",0.7,0.671834651140961,0.0195023483318974,0.645948803325044,0.700627278145513
"64","MCAR","mForest","CoxLasso",0.2,0.637632925588584,0.0290569353823121,0.58619140996331,0.657420622419915
"65","MCAR","mForest","CoxLasso",0.5,0.521750518701439,0.0154346363532989,0.5,0.542606240604261
"66","MCAR","mForest","CoxLasso",0.7,0.50736810845046,0.0122655188196112,0.5,0.528284452329471
"67","MCAR","mForest","CoxPH",0.2,0.652202680941105,0.00520161329442822,0.643968456151839,0.658153628001554
"68","MCAR","mForest","CoxPH",0.5,0.604359184683141,0.00995176135864242,0.592934357584142,0.613871302634127
"69","MCAR","mForest","CoxPH",0.7,0.562320639815246,0.0244857768614823,0.531881517386905,0.599187649582186
"70","MCAR","mForest","SRF",0.2,0.719829077633415,0.00991853261828107,0.707025785004616,0.732632673214602
"71","MCAR","mForest","SRF",0.5,0.684220776704266,0.0130913217613074,0.663776727247601,0.694788670459296
"72","MCAR","mForest","SRF",0.7,0.665241042486456,0.0167167413246241,0.648907602084717,0.692128025243839
"73","MNAR","CC","CoxLasso",0.2,0.656280767379308,0.0310247024272069,0.602482096346157,0.682096996333358
"74","MNAR","CC","CoxLasso",0.5,0.589855318462422,0.0593141825551349,0.535296909295842,0.683929247706281
"75","MNAR","CC","CoxLasso",0.7,0.593250790103535,0.0848388847424193,0.5,0.705346518283471
"76","MNAR","CC","CoxPH",0.2,0.676740062318495,0.00879159984409081,0.668068365916249,0.691591730895406
"77","MNAR","CC","CoxPH",0.5,0.67033781206996,0.0216622948924905,0.644226924234506,0.701507335418443
"78","MNAR","CC","CoxPH",0.7,0.708378647786093,0.0452900097285622,0.65366721944542,0.754653873397375
"79","MNAR","CC","SRF",0.2,0.7298747453604,0.0171142356554947,0.707446178007739,0.748503804158906
"80","MNAR","CC","SRF",0.5,0.722730365462375,0.0271562020341744,0.692342810892791,0.751262030636346
"81","MNAR","CC","SRF",0.7,0.752537354141393,0.0546383030793737,0.671204314209678,0.817817144278515
"82","MNAR","MICE","CoxLasso",0.2,0.603216723595624,0.0523877251657485,0.534577183699991,0.667300783176976
"83","MNAR","MICE","CoxLasso",0.5,0.507206123773527,0.0161133826118843,0.5,0.536030618867636
"84","MNAR","MICE","CoxLasso",0.7,0.502413055109684,0.00539575525870736,0.5,0.512065275548422
"85","MNAR","MICE","CoxPH",0.2,0.645963281688601,0.0167311077294862,0.627890867774909,0.670503809647443
"86","MNAR","MICE","CoxPH",0.5,0.60268004657279,0.0230791950408119,0.566811116747642,0.624577206892248
"87","MNAR","MICE","CoxPH",0.7,0.552181816933399,0.0118655954551798,0.538041940129155,0.567972163826089
"88","MNAR","MICE","SRF",0.2,0.710664992399634,0.0146880684023132,0.685916706806054,0.724070794435239
"89","MNAR","MICE","SRF",0.5,0.681297513396851,0.00874404839620968,0.671215132181717,0.694460249984246
"90","MNAR","MICE","SRF",0.7,0.661894430905521,0.016310039845985,0.638248925275661,0.676787879639438
"91","MNAR","Mean","CoxLasso",0.2,0.620185706203267,0.0418140080408076,0.582424068670421,0.675949921194129
"92","MNAR","Mean","CoxLasso",0.5,0.561462636449364,0.0547723210890845,0.526188183215909,0.657183288048283
"93","MNAR","Mean","CoxLasso",0.7,0.545533487852749,0.053278745812989,0.5,0.623915255981442
"94","MNAR","Mean","CoxPH",0.2,0.657294988391027,0.0131371300210708,0.643695803081545,0.678166782110148
"95","MNAR","Mean","CoxPH",0.5,0.652167217312231,0.0122774952920017,0.63461641598702,0.664838555543036
"96","MNAR","Mean","CoxPH",0.7,0.626111559679497,0.0139240127691601,0.606374798174006,0.641211272837488
"97","MNAR","Mean","SRF",0.2,0.725466529104612,0.0125708719752025,0.706778483301307,0.739178244258716
"98","MNAR","Mean","SRF",0.5,0.728590094360875,0.0105223242944483,0.710357569869837,0.737661029862097
"99","MNAR","Mean","SRF",0.7,0.713128833320072,0.0110700847052749,0.700372098682167,0.727089865976774
"100","MNAR","mForest","CoxLasso",0.2,0.615863664014351,0.0414460425466697,0.577216674662548,0.669361420042325
"101","MNAR","mForest","CoxLasso",0.5,0.5,0,0.5,0.5
"102","MNAR","mForest","CoxLasso",0.7,0.5,0,0.5,0.5
"103","MNAR","mForest","CoxPH",0.2,0.651763466959894,0.0179591051140297,0.63469015750602,0.676824052888794
"104","MNAR","mForest","CoxPH",0.5,0.606877741123646,0.0207167143481643,0.585237001958763,0.63769731140267
"105","MNAR","mForest","CoxPH",0.7,0.53358693221591,0.0085315046837736,0.522704752345871,0.542340321200748
"106","MNAR","mForest","SRF",0.2,0.727442831842316,0.011810072428971,0.7127303147685,0.743854585240719
"107","MNAR","mForest","SRF",0.5,0.719036379793831,0.0114995428737061,0.706330177061614,0.730259211025169
"108","MNAR","mForest","SRF",0.7,0.656324618904226,0.0119853333988762,0.645901060955339,0.676978162873347
